time,measPos1_3,power,Error Code
0.000000,-277.047849999999983,0.000000000000000,
0.009000,-277.047849999999983,0.000000000000000,
0.018000,-277.047849999999983,0.000000000000000,
0.027000,-277.047849999999983,0.000000000000000,
0.036000,-277.047849999999983,0.000000000000000,
0.045000,-277.047849999999983,0.000000000000000,
0.054000,-277.047849999999983,0.000000000000000,
0.063000,-277.047849999999983,0.000000000000000,
0.072000,-277.047849999999983,0.000000000000000,
0.081000,-277.047849999999983,0.000000000000000,
0.090000,-277.047860000000014,0.000000000000000,
0.099000,-277.047849999999983,0.000000000000000,
0.108000,-277.047849999999983,0.000000000000000,
0.117000,-277.047860000000014,0.000000000000000,
0.126000,-277.047849999999983,0.000000000000000,
0.135000,-277.047849999999983,0.000000000000000,
0.144000,-277.047849999999983,0.000000000000000,
0.153000,-277.047849999999983,0.000000000000000,
0.162000,-277.047849999999983,0.000000000000000,
0.171000,-277.047849999999983,0.000000000000000,
0.180000,-277.047849999999983,0.000000000000000,
0.189000,-277.047849999999983,0.000000000000000,
0.198000,-277.047849999999983,0.000000000000000,
0.207000,-277.047860000000014,0.000000000000000,
0.216000,-277.047849999999983,0.000000000000000,
0.225000,-277.047849999999983,0.000000000000000,
0.234000,-277.047849999999983,0.000000000000000,
0.243000,-277.047849999999983,0.000000000000000,
0.252000,-277.047849999999983,0.000000000000000,
0.261000,-277.047849999999983,0.000000000000000,
0.270000,-277.047849999999983,0.000000000000000,
0.279000,-277.047849999999983,0.000000000000000,
0.288000,-277.047849999999983,0.000000000000000,
0.297000,-277.047849999999983,0.000000000000000,
0.306000,-277.047849999999983,0.000000000000000,
0.315000,-277.047849999999983,0.000000000000000,
0.324000,-277.047849999999983,0.000000000000000,
0.333000,-277.047849999999983,0.000000000000000,
0.342000,-277.047849999999983,0.000000000000000,
0.351000,-277.047849999999983,0.000000000000000,
0.360000,-277.047849999999983,0.000000000000000,
0.369000,-277.047849999999983,0.000000000000000,
0.378000,-277.047849999999983,0.000000000000000,
0.387000,-277.047849999999983,0.000000000000000,
0.396000,-277.047849999999983,0.000000000000000,
0.405000,-277.047849999999983,0.000000000000000,
0.414000,-277.047849999999983,0.000000000000000,
0.423000,-277.047849999999983,0.000000000000000,
0.432000,-277.047849999999983,0.000000000000000,
0.441000,-277.047849999999983,0.000000000000000,
0.450000,-277.047849999999983,0.000000000000000,
0.459000,-277.047849999999983,0.000000000000000,
0.468000,-277.047849999999983,0.000000000000000,
0.477000,-277.047849999999983,0.000000000000000,
0.486000,-277.047849999999983,0.000000000000000,
0.495000,-277.047849999999983,0.000000000000000,
0.504000,-277.047849999999983,0.000000000000000,
0.513000,-277.047849999999983,0.000000000000000,
0.522000,-277.047849999999983,0.000000000000000,
0.531000,-277.047849999999983,0.000000000000000,
0.540000,-277.047849999999983,0.000000000000000,
0.549000,-277.047849999999983,0.000000000000000,
0.558000,-277.047849999999983,0.000000000000000,
0.567000,-277.047849999999983,0.000000000000000,
0.576000,-277.047849999999983,0.000000000000000,
0.585000,-277.047849999999983,0.000000000000000,
0.594000,-277.047849999999983,0.000000000000000,
0.603000,-277.047849999999983,0.000000000000000,
0.612000,-277.047849999999983,0.000000000000000,
0.621000,-277.047849999999983,0.000000000000000,
0.630000,-277.047860000000014,0.000000000000000,
0.639000,-277.047849999999983,0.000000000000000,
0.648000,-277.047849999999983,0.000000000000000,
0.657000,-277.047849999999983,0.000000000000000,
0.666000,-277.047849999999983,0.000000000000000,
0.675000,-277.047849999999983,0.000000000000000,
0.684000,-277.047849999999983,0.000000000000000,
0.693000,-277.047860000000014,0.000000000000000,
0.702000,-277.047849999999983,0.000000000000000,
0.711000,-277.047849999999983,0.000000000000000,
0.720000,-277.047849999999983,0.000000000000000,
0.729000,-277.047849999999983,0.000000000000000,
0.738000,-277.047849999999983,0.000000000000000,
0.747000,-277.047849999999983,0.000000000000000,
0.756000,-277.047849999999983,0.000000000000000,
0.765000,-277.047849999999983,0.000000000000000,
0.774000,-277.047849999999983,0.000000000000000,
0.783000,-277.047849999999983,0.000000000000000,
0.792000,-277.047849999999983,0.000000000000000,
0.801000,-277.047849999999983,0.000000000000000,
0.810000,-277.047849999999983,0.000000000000000,
0.819000,-277.047849999999983,0.000000000000000,
0.828000,-277.047849999999983,0.000000000000000,
0.837000,-277.047860000000014,0.000000000000000,
0.846000,-277.047849999999983,0.000000000000000,
0.855000,-277.047849999999983,0.000000000000000,
0.864000,-277.047849999999983,0.000000000000000,
0.873000,-277.047849999999983,0.000000000000000,
0.882000,-277.047849999999983,0.000000000000000,
0.891000,-277.047849999999983,0.000000000000000,
0.900000,-277.047849999999983,0.000000000000000,
0.909000,-277.047849999999983,0.000000000000000,
0.918000,-277.047849999999983,0.000000000000000,
0.927000,-277.047849999999983,0.000000000000000,
0.936000,-277.047849999999983,0.000000000000000,
0.945000,-277.047849999999983,0.000000000000000,
0.954000,-277.047849999999983,0.000000000000000,
0.963000,-277.047849999999983,0.000000000000000,
0.972000,-277.047849999999983,0.000000000000000,
0.981000,-277.047849999999983,0.000000000000000,
0.990000,-277.047849999999983,0.000000000000000,
0.999000,-277.047849999999983,0.000000000000000,
1.008000,-277.047849999999983,0.000000000000000,
1.017000,-277.047849999999983,0.000000000000000,
1.026000,-277.047860000000014,0.000000000000000,
1.035000,-277.047849999999983,0.000000000000000,
1.044000,-277.047849999999983,0.000000000000000,
1.053000,-277.047849999999983,0.000000000000000,
1.062000,-277.047849999999983,0.000000000000000,
1.071000,-277.047860000000014,0.000000000000000,
1.080000,-277.047860000000014,0.000000000000000,
1.089000,-277.047849999999983,0.000000000000000,
1.098000,-277.047849999999983,0.000000000000000,
1.107000,-277.047849999999983,0.000000000000000,
1.116000,-277.047849999999983,0.000000000000000,
1.125000,-277.047849999999983,0.000000000000000,
1.134000,-277.047849999999983,0.000000000000000,
1.143000,-277.047849999999983,0.000000000000000,
1.152000,-277.047849999999983,0.000000000000000,
1.161000,-277.047849999999983,0.000000000000000,
1.170000,-277.047849999999983,0.000000000000000,
